query	document	reference	score	query_type
What is the story of Abinadi and King Noah?	And it came to pass that one of them said unto him: What meaneth the words which are written, and which have been taught by our fathers, saying:	Mosiah 12:20	1	person_place
What is the story of Abinadi and King Noah?	Know ye not that I speak the truth? Yea, ye know that I speak the truth; and you ought to tremble before God.	Mosiah 12:30	2	person_place
What is the story of Abinadi and King Noah?	And it shall come to pass that ye shall be smitten for your iniquities, for ye have said that ye teach the law of Moses. And what know ye concerning the law of Moses? Doth salvation come by the law of Moses? What say ye?	Mosiah 12:31	2	person_place
What is the story of Abinadi and King Noah?	And king Noah sent guards round about the land to keep them off; but he did not send a sufficient number, and the Lamanites came upon them and killed them, and drove many of their flocks out of the land; thus the Lamanites began to destroy them, and to exercise their hatred upon them.	Mosiah 11:17	1	person_place
What is the story of Abinadi and King Noah?	And they said: We teach the law of Moses.	Mosiah 12:28	1	person_place
What is the story of Abinadi and King Noah?	Yea, remember king Noah, his wickedness and his abominations, and also the wickedness and abominations of his people. Behold what great destruction did come upon them; and also because of their iniquities they were brought into bondage.	Mosiah 29:18	2	person_place
What is the story of Abinadi and King Noah?	Thus God executeth vengeance upon those that destroy his people. O God, receive my soul.	Mosiah 17:19	2	person_place
What is the story of Abinadi and King Noah?	But I must fulfil the commandments wherewith God has commanded me; and because I have told you the truth ye are angry with me. And again, because I have spoken the word of God ye have judged me that I am mad.	Mosiah 13:4	2	person_place
How should we pray according to scripture?	And he said unto them, When ye pray, say, Our Father which art in heaven, Hallowed be thy name. Thy kingdom come. Thy will be done, as in heaven, so in earth.	Luke 11:2	3	thematic
How should we pray according to scripture?	After this manner therefore pray ye: Our Father which art in heaven, Hallowed be thy name.	Matthew 6:9	3	thematic
How should we pray according to scripture?	After this manner therefore pray ye: Our Father who art in heaven, hallowed be thy name.	3 Nephi 13:9	3	thematic
How should we pray according to scripture?	But when ye pray, use not vain repetitions, as the heathen do: for they think that they shall be heard for their much speaking.	Matthew 6:7	3	thematic
How should we pray according to scripture?	And it came to pass, that, as he was praying in a certain place, when he ceased, one of his disciples said unto him, Lord, teach us to pray, as John also taught his disciples.	Luke 11:1	3	thematic
How should we pray according to scripture?	And when thou prayest, thou shalt not be as the hypocrites are: for they love to pray standing in the synagogues and in the corners of the streets, that they may be seen of men. Verily I say unto you, They have their reward.	Matthew 6:5	3	thematic
How should we pray according to scripture?	But when ye pray, use not vain repetitions, as the heathen, for they think that they shall be heard for their much speaking.	3 Nephi 13:7	3	thematic
How should we pray according to scripture?	But thou, when thou prayest, enter into thy closet, and when thou hast shut thy door, pray to thy Father who is in secret; and thy Father, who seeth in secret, shall reward thee openly.	3 Nephi 13:6	3	thematic
How should we pray according to scripture?	Give us day by day our daily bread.	Luke 11:3	2	thematic
How should we pray according to scripture?	But behold, I say unto you that ye must pray always, and not faint; that ye must not perform any thing unto the Lord save in the first place ye shall pray unto the Father in the name of Christ, that he will consecrate thy performance unto thee, that thy performance may be for the welfare of thy soul.	2 Nephi 32:9	3	thematic
How should we pray according to scripture?	And forgive us our sins; for we also forgive every one that is indebted to us. And lead us not into temptation; but deliver us from evil.	Luke 11:4	3	thematic
How should we pray according to scripture?	Therefore ye must always pray unto the Father in my name;	3 Nephi 18:19	3	thematic
How should we pray according to scripture?	But thou, when thou prayest, enter into thy closet, and when thou hast shut thy door, pray to thy Father which is in secret; and thy Father which seeth in secret shall reward thee openly.	Matthew 6:6	3	thematic
How should we pray according to scripture?	Praying always with all prayer and supplication in the Spirit, and watching thereunto with all perseverance and supplication for all saints;	Ephesians 6:18	3	thematic
How should we pray according to scripture?	And when thou prayest thou shalt not do as the hypocrites, for they love to pray, standing in the synagogues and in the corners of the streets, that they may be seen of men. Verily I say unto you, they have their reward.	3 Nephi 13:5	3	thematic
How should we pray according to scripture?	Be not ye therefore like unto them: for your Father knoweth what things ye have need of, before ye ask him.	Matthew 6:8	2	thematic
How should we pray according to scripture?	Brethren, pray for us.	1 Thessalonians 5:25	1	thematic
How should we pray according to scripture?	And this is the confidence that we have in him, that, if we ask any thing according to his will, he heareth us:	1 John 5:14	2	thematic
How should we pray according to scripture?	And it came to pass that when Jesus had thus prayed unto the Father, he came unto his disciples, and behold, they did still continue, without ceasing, to pray unto him; and they did not multiply many words, for it was given unto them what they should pray, and they were filled with desire.	3 Nephi 19:24	3	thematic
How should we pray according to scripture?	And forgive us our debts, as we forgive our debtors.	3 Nephi 13:11	2	thematic
How should we pray according to scripture?	I will therefore that men pray every where, lifting up holy hands, without wrath and doubting.	1 Timothy 2:8	3	thematic
How should we pray according to scripture?	And forgive us our debts, as we forgive our debtors.	Matthew 6:12	2	thematic
How should we pray according to scripture?	And he spake a parable unto them to this end, that men ought always to pray, and not to faint;	Luke 18:1	2	thematic
How should we pray according to scripture?	And lead us not into temptation, but deliver us from evil: For thine is the kingdom, and the power, and the glory, for ever. Amen.	Matthew 6:13	2	thematic
How should we pray according to scripture?	Have respect therefore to the prayer of thy servant, and to his supplication, O LORD my God, to hearken unto the cry and the prayer which thy servant prayeth before thee:	2 Chronicles 6:19	1	thematic
How should we pray according to scripture?	Finally, brethren, pray for us, that the word of the Lord may have free course, and be glorified, even as it is with you:	2 Thessalonians 3:1	1	thematic
How should we pray according to scripture?	Pray without ceasing.	1 Thessalonians 5:17	2	thematic
How should we pray according to scripture?	Do not pray as the Zoramites do, for ye have seen that they pray to be heard of men, and to be praised for their wisdom.	Alma 38:13	2	thematic
How should we pray according to scripture?	Give us this day our daily bread.	Matthew 6:11	2	thematic
How should we pray according to scripture?	Thy will be done on earth as it is in heaven.	3 Nephi 13:10	2	thematic
How should we pray according to scripture?	And if we know that he hear us, whatsoever we ask, we know that we have the petitions that we desired of him.	1 John 5:15	2	thematic
How should we pray according to scripture?	Again I say unto you, That if two of you shall agree on earth as touching any thing that they shall ask, it shall be done for them of my Father which is in heaven.	Matthew 18:19	2	thematic
How should we pray according to scripture?	Be not ye therefore like unto them, for your Father knoweth what things ye have need of before ye ask him.	3 Nephi 13:8	2	thematic
How should we pray according to scripture?	And when I did turn unto my closet, O Lord, and prayed unto thee, thou didst hear me.	Alma 33:7	1	thematic
How should we pray according to scripture?	And lead us not into temptation, but deliver us from evil.	3 Nephi 13:12	2	thematic
How should we pray according to scripture?	And, as it is written—Whatsoever ye shall ask in faith, being united in prayer according to my command, ye shall receive.	D&C 29:6	2	thematic
How should we pray according to scripture?	Let him offer himself in prayer upon his knees before God, in token or remembrance of the everlasting covenant.	D&C 88:131	2	thematic
How should we pray according to scripture?	Do ye remember to have read what Zenos, the prophet of old, has said concerning prayer or worship?	Alma 33:3	1	thematic
How should we pray according to scripture?	Continue in prayer, and watch in the same with thanksgiving;	Colossians 4:2	2	thematic
How should we pray according to scripture?	Watch ye therefore, and pray always, that ye may be accounted worthy to escape all these things that shall come to pass, and to stand before the Son of man.	Luke 21:36	2	thematic
How should we pray according to scripture?	Then what prayer or what supplication soever shall be made of any man, or of all thy people Israel, when every one shall know his own sore and his own grief, and shall spread forth his hands in this house:	2 Chronicles 6:29	1	thematic
How should we pray according to scripture?	Let my prayer be set forth before thee as incense; and the lifting up of my hands as the evening sacrifice.	Psalms 141:2	2	thematic
How should we pray according to scripture?	And he turned from them again, and went a little way off and bowed himself to the earth; and he prayed again unto the Father, saying:	3 Nephi 19:27	1	thematic
How should we pray according to scripture?	Hearken therefore unto the supplications of thy servant, and of thy people Israel, which they shall make toward this place: hear thou from thy dwelling place, even from heaven; and when thou hearest, forgive.	2 Chronicles 6:21	2	thematic
How should we pray according to scripture?	And whatsoever ye shall ask the Father in my name, which is right, believing that ye shall receive, behold it shall be given unto you.	3 Nephi 18:20	3	thematic
How should we pray according to scripture?	And he was withdrawn from them about a stone's cast, and kneeled down, and prayed,	Luke 22:41	2	thematic
How should we pray according to scripture?	Confess your faults one to another, and pray one for another, that ye may be healed. The effectual fervent prayer of a righteous man availeth much.	James 5:16	2	thematic
How should we pray according to scripture?	For thine is the kingdom, and the power, and the glory, forever. Amen.	3 Nephi 13:13	1	thematic
How should we pray according to scripture?	And it came to pass that when they had all knelt down upon the earth, he commanded his disciples that they should pray.	3 Nephi 19:17	2	thematic
How should we pray according to scripture?	And now, my beloved brethren, I perceive that ye ponder still in your hearts; and it grieveth me that I must speak concerning this thing. For if ye would hearken unto the Spirit which teacheth a man to pray, ye would know that ye must pray; for the evil spirit teacheth not a man to pray, but teacheth him that he must not pray.	2 Nephi 32:8	2	thematic
What do the Book of Mormon and Bible teach about the gathering of Israel?	And then will I gather them in from the four quarters of the earth; and then will I fulfil the covenant which the Father hath made unto all the people of the house of Israel.	3 Nephi 16:5	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And it shall come to pass that they shall be gathered in from their long dispersion, from the isles of the sea, and from the four parts of the earth; and the nations of the Gentiles shall be great in the eyes of me, saith God, in carrying them forth to the lands of their inheritance.	2 Nephi 10:8	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And it shall come to pass that my people, which are of the house of Israel, shall be gathered home unto the lands of their possessions; and my word also shall be gathered in one. And I will show unto them that fight against my word and against my people, who are of the house of Israel, that I am God, and that I covenanted with Abraham that I would remember his seed forever.	2 Nephi 29:14	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And then will I remember my covenant which I have made unto my people, O house of Israel, and I will bring my gospel unto them.	3 Nephi 16:11	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	But if the Gentiles will repent and return unto me, saith the Father, behold they shall be numbered among my people, O house of Israel.	3 Nephi 16:13	2	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And verily I say unto you, I give unto you a sign, that ye may know the time when these things shall be about to take place—that I shall gather in, from their long dispersion, my people, O house of Israel, and shall establish again among them my Zion;	3 Nephi 21:1	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	Wherefore, he will bring them again out of captivity, and they shall be gathered together to the lands of their inheritance; and they shall be brought out of obscurity and out of darkness; and they shall know that the Lord is their Savior and their Redeemer, the Mighty One of Israel.	1 Nephi 22:12	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And as surely as the Lord liveth, will he gather in from the four quarters of the earth all the remnant of the seed of Jacob, who are scattered abroad upon all the face of the earth.	3 Nephi 5:24	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	Yea, then will he remember the isles of the sea; yea, and all the people who are of the house of Israel, will I gather in, saith the Lord, according to the words of the prophet Zenos, from the four quarters of the earth.	1 Nephi 19:16	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And then shall they assist my people that they may be gathered in, who are scattered upon all the face of the land, in unto the New Jerusalem.	3 Nephi 21:24	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	Wherefore, the things of which I have read are things pertaining to things both temporal and spiritual; for it appears that the house of Israel, sooner or later, will be scattered upon all the face of the earth, and also among all nations.	1 Nephi 22:3	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And he shall set up an ensign for the nations, and shall assemble the outcasts of Israel, and gather together the dispersed of Judah from the four corners of the earth.	2 Nephi 21:12	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	Thy watchmen shall lift up the voice; with the voice together shall they sing, for they shall see eye to eye when the Lord shall bring again Zion.	3 Nephi 16:18	1	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	But behold, there shall be many—at that day when I shall proceed to do a marvelous work among them, that I may remember my covenants which I have made unto the children of men, that I may set my hand again the second time to recover my people, which are of the house of Israel;	2 Nephi 29:1	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And it shall come to pass that the Jews which are scattered also shall begin to believe in Christ; and they shall begin to gather in upon the face of the land; and as many as shall believe in Christ shall also become a delightsome people.	2 Nephi 30:7	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And then the words of the prophet Isaiah shall be fulfilled, which say:	3 Nephi 16:17	1	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And it meaneth that the time cometh that after all the house of Israel have been scattered and confounded, that the Lord God will raise up a mighty nation among the Gentiles, yea, even upon the face of this land; and by them shall our seed be scattered.	1 Nephi 22:7	2	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And then shall the remnants, which shall be scattered abroad upon the face of the earth, be gathered in from the east and from the west, and from the south and from the north; and they shall be brought to the knowledge of the Lord their God, who hath redeemed them.	3 Nephi 20:13	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	Behold, because of their belief in me, saith the Father, and because of the unbelief of you, O house of Israel, in the latter day shall the truth come unto the Gentiles, that the fulness of these things shall be made known unto them.	3 Nephi 16:7	2	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And it shall come to pass that the Jews shall have the words of the Nephites, and the Nephites shall have the words of the Jews; and the Nephites and the Jews shall have the words of the lost tribes of Israel; and the lost tribes of Israel shall have the words of the Nephites and the Jews.	2 Nephi 29:13	2	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	We believe in the literal gathering of Israel and in the restoration of the Ten Tribes; that Zion (the New Jerusalem) will be built upon the American continent; that Christ will reign personally upon the earth; and, that the earth will be renewed and receive its paradisiacal glory.	Articles of Faith 1:10	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	Yea, and then shall the work commence, with the Father among all nations in preparing the way whereby his people may be gathered home to the land of their inheritance.	3 Nephi 21:28	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And after the house of Israel should be scattered they should be gathered together again; or, in fine, after the Gentiles had received the fulness of the Gospel, the natural branches of the olive tree, or the remnants of the house of Israel, should be grafted in, or come to the knowledge of the true Messiah, their Lord and their Redeemer.	1 Nephi 10:14	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And I will show unto thee, O house of Israel, that the Gentiles shall not have power over you; but I will remember my covenant unto you, O house of Israel, and ye shall come unto the knowledge of the fulness of my gospel.	3 Nephi 16:12	2	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And then shall the work of the Father commence at that day, even when this gospel shall be preached among the remnant of this people. Verily I say unto you, at that day shall the work of the Father commence among all the dispersed of my people, yea, even the tribes which have been lost, which the Father hath led away out of Jerusalem.	3 Nephi 21:26	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	That he has spoken unto the Jews, by the mouth of his holy prophets, even from the beginning down, from generation to generation, until the time comes that they shall be restored to the true church and fold of God; when they shall be gathered home to the lands of their inheritance, and shall be established in all their lands of promise.	2 Nephi 9:2	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And I command you that ye shall write these sayings after I am gone, that if it so be that my people at Jerusalem, they who have seen me and been with me in my ministry, do not ask the Father in my name, that they may receive a knowledge of you by the Holy Ghost, and also of the other tribes whom they know not of, that these sayings which ye shall write shall be kept and shall be manifested unto the Gentiles, that through the fulness of the Gentiles, the remnant of their seed, who shall be scattered forth upon the face of the earth because of their unbelief, may be brought in, or may be brought to a knowledge of me, their Redeemer.	3 Nephi 16:4	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	Wherefore murmur ye, because that ye shall receive more of my word? Know ye not that the testimony of two nations is a witness unto you that I am God, that I remember one nation like unto another? Wherefore, I speak the same words unto one nation like unto another. And when the two nations shall run together the testimony of the two nations shall run together also.	2 Nephi 29:8	1	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	For it is wisdom in the Father that they should be established in this land, and be set up as a free people by the power of the Father, that these things might come forth from them unto a remnant of your seed, that the covenant of the Father may be fulfilled which he hath covenanted with his people, O house of Israel;	3 Nephi 21:4	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And behold, this is the thing which I will give unto you for a sign—for verily I say unto you that when these things which I declare unto you, and which I shall declare unto you hereafter of myself, and by the power of the Holy Ghost which shall be given unto you of the Father, shall be made known unto the Gentiles that they may know concerning this people who are a remnant of the house of Jacob, and concerning this my people who shall be scattered by them;	3 Nephi 21:2	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	Yea, the work shall commence among all the dispersed of my people, with the Father to prepare the way whereby they may come unto me, that they may call on the Father in my name.	3 Nephi 21:27	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	Verily, verily, I say unto you, thus hath the Father commanded me—that I should give unto this people this land for their inheritance.	3 Nephi 16:16	1	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	Wherefore, the Lord God will proceed to make bare his arm in the eyes of all the nations, in bringing about his covenants and his gospel unto those who are of the house of Israel.	1 Nephi 22:11	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And he gathereth his children from the four quarters of the earth; and he numbereth his sheep, and they know him; and there shall be one fold and one shepherd; and he shall feed his sheep, and in him they shall find pasture.	1 Nephi 22:25	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	Break forth into joy, sing together, ye waste places of Jerusalem; for the Lord hath comforted his people, he hath redeemed Jerusalem.	3 Nephi 16:19	1	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And when these things come to pass that thy seed shall begin to know these things—it shall be a sign unto them, that they may know that the work of the Father hath already commenced unto the fulfilling of the covenant which he hath made unto the people who are of the house of Israel.	3 Nephi 21:7	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And after our seed is scattered the Lord God will proceed to do a marvelous work among the Gentiles, which shall be of great worth unto our seed; wherefore, it is likened unto their being nourished by the Gentiles and being carried in their arms and upon their shoulders.	1 Nephi 22:8	2	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And they shall assist my people, the remnant of Jacob, and also as many of the house of Israel as shall come, that they may build a city, which shall be called the New Jerusalem.	3 Nephi 21:23	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And it shall come to pass that the Lord God shall commence his work among all nations, kindreds, tongues, and people, to bring about the restoration of his people upon the earth.	2 Nephi 30:8	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	The Lord hath made bare his holy arm in the eyes of all the nations; and all the ends of the earth shall see the salvation of God.	3 Nephi 16:20	2	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And because of the mercies of the Father unto the Gentiles, and also the judgments of the Father upon my people who are of the house of Israel, verily, verily, I say unto you, that after all this, and I have caused my people who are of the house of Israel to be smitten, and to be afflicted, and to be slain, and to be cast out from among them, and to become hated by them, and to become a hiss and a byword among them—	3 Nephi 16:9	2	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And it shall also be of worth unto the Gentiles; and not only unto the Gentiles but unto all the house of Israel, unto the making known of the covenants of the Father of heaven unto Abraham, saying: In thy seed shall all the kindreds of the earth be blessed.	1 Nephi 22:9	2	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	Then will the Father gather them together again, and give unto them Jerusalem for the land of their inheritance.	3 Nephi 20:33	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	For behold, I shall speak unto the Jews and they shall write it; and I shall also speak unto the Nephites and they shall write it; and I shall also speak unto the other tribes of the house of Israel, which I have led away, and they shall write it; and I shall also speak unto all nations of the earth and they shall write it.	2 Nephi 29:12	2	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And it shall come to pass in that day that the Lord shall set his hand again the second time to recover the remnant of his people which shall be left, from Assyria, and from Egypt, and from Pathros, and from Cush, and from Elam, and from Shinar, and from Hamath, and from the islands of the sea.	2 Nephi 21:11	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And now, I would prophesy somewhat more concerning the Jews and the Gentiles. For after the book of which I have spoken shall come forth, and be written unto the Gentiles, and sealed up again unto the Lord, there shall be many which shall believe the words which are written; and they shall carry them forth unto the remnant of our seed.	2 Nephi 30:3	2	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	For behold, the Lord God has led away from time to time from the house of Israel, according to his will and pleasure. And now behold, the Lord remembereth all them who have been broken off, wherefore he remembereth us also.	2 Nephi 10:22	2	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	But great are the promises of the Lord unto them who are upon the isles of the sea; wherefore as it says isles, there must needs be more than this, and they are inhabited also by our brethren.	2 Nephi 10:21	1	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	For the Lord will have mercy on Jacob, and will yet choose Israel, and set them in their own land; and the strangers shall be joined with them, and they shall cleave to the house of Jacob.	2 Nephi 24:1	3	cross-reference
What do the Book of Mormon and Bible teach about the gathering of Israel?	And behold, there are many who are already lost from the knowledge of those who are at Jerusalem. Yea, the more part of all the tribes have been led away; and they are scattered to and fro upon the isles of the sea; and whither they are none of us knoweth, save that we know that they have been led away.	1 Nephi 22:4	2	cross-reference
What do scriptures say about prophets being rejected?	And he said, Verily I say unto you, No prophet is accepted in his own country.	Luke 4:24	3	cross_reference
What do scriptures say about prophets being rejected?	But Jesus said unto them, A prophet is not without honour, but in his own country, and among his own kin, and in his own house.	Mark 6:4	3	cross_reference
What do scriptures say about prophets being rejected?	Behold ye are worse than they; for as the Lord liveth, if a prophet come among you and declareth unto you the word of the Lord, which testifieth of your sins and iniquities, ye are angry with him, and cast him out and seek all manner of ways to destroy him; yea, you will say that he is a false prophet, and that he is a sinner, and of the devil, because he testifieth that your deeds are evil.	Helaman 13:26	3	cross_reference
What do scriptures say about prophets being rejected?	And it shall come to pass in that day, that the prophets shall be ashamed every one of his vision, when he hath prophesied; neither shall they wear a rough garment to deceive:	Zechariah 13:4	1	cross_reference
What do scriptures say about prophets being rejected?	Yea, wo unto this people, because of this time which has arrived, that ye do cast out the prophets, and do mock them, and cast stones at them, and do slay them, and do all manner of iniquity unto them, even as they did of old time.	Helaman 13:24	3	cross_reference
What do scriptures say about prophets being rejected?	And they were offended in him. But Jesus said unto them, A prophet is not without honour, save in his own country, and in his own house.	Matthew 13:57	3	cross_reference
What do scriptures say about prophets being rejected?	And they did reject all his words, insomuch that he could not stay among them, but returned again unto the land of his nativity.	Helaman 7:3	3	cross_reference
What do scriptures say about prophets being rejected?	For Jesus himself testified, that a prophet hath no honour in his own country.	John 4:44	3	cross_reference
What do scriptures say about prophets being rejected?	And it shall come to pass, that when any shall yet prophesy, then his father and his mother that begat him shall say unto him, Thou shalt not live; for thou speakest lies in the name of the LORD: and his father and his mother that begat him shall thrust him through when he prophesieth.	Zechariah 13:3	2	cross_reference
What do scriptures say about prophets being rejected?	And because they turn their hearts aside, saith the prophet, and have despised the Holy One of Israel, they shall wander in the flesh, and perish, and become a hiss and a byword, and be hated among all nations.	1 Nephi 19:14	2	cross_reference
What do scriptures say about prophets being rejected?	And whoso rejecteth you shall be rejected of my Father and his house; and you shall cleanse your feet in the secret places by the way for a testimony against them.	D&C 99:4	2	cross_reference
What do scriptures say about prophets being rejected?	Wherefore, he shall bring forth his words unto them, which words shall judge them at the last day, for they shall be given them for the purpose of convincing them of the true Messiah, who was rejected by them; and unto the convincing of them that they need not look forward any more for a Messiah to come, for there should not any come, save it should be a false Messiah which should deceive the people; for there is save one Messiah spoken of by the prophets, and that Messiah is he who should be rejected of the Jews.	2 Nephi 25:18	2	cross_reference
What do scriptures say about prophets being rejected?	And a prophet of the Lord have they slain; yea, a chosen man of God, who told them of their wickedness and abominations, and prophesied of many things which are to come, yea, even the coming of Christ.	Mosiah 7:26	3	cross_reference
What do scriptures say about prophets being rejected?	And as for those who are at Jerusalem, saith the prophet, they shall be scourged by all people, because they crucify the God of Israel, and turn their hearts aside, rejecting signs and wonders, and the power and glory of the God of Israel.	1 Nephi 19:13	2	cross_reference
What do scriptures say about prophets being rejected?	And the Lord will surely prepare a way for his people, unto the fulfilling of the words of Moses, which he spake, saying: A prophet shall the Lord your God raise up unto you, like unto me; him shall ye hear in all things whatsoever he shall say unto you. And it shall come to pass that all those who will not hear that prophet shall be cut off from among the people.	1 Nephi 22:20	2	cross_reference
What do scriptures say about prophets being rejected?	Wo, I say again, unto that house, or that village or city that rejecteth you, or your words, or your testimony of me;	D&C 84:95	3	cross_reference
What do scriptures say about prophets being rejected?	I will raise them up a Prophet from among their brethren, like unto thee, and will put my words in his mouth; and he shall speak unto them all that I shall command him.	Deuteronomy 18:18	1	cross_reference
What do scriptures say about prophets being rejected?	And when the Jews heard these things they were angry with him; yea, even as with the prophets of old, whom they had cast out, and stoned, and slain; and they also sought his life, that they might take it away. But behold, I, Nephi, will show unto you that the tender mercies of the Lord are over all those whom he hath chosen, because of their faith, to make them mighty even unto the power of deliverance.	1 Nephi 1:20	3	cross_reference
What do scriptures say about prophets being rejected?	Which say to the seers, See not; and to the prophets, Prophesy not unto us right things, speak unto us smooth things, prophesy deceits:	Isaiah 30:10	3	cross_reference
What do scriptures say about prophets being rejected?	For behold, they have rejected the words of the prophets. Wherefore, if my father should dwell in the land after he hath been commanded to flee out of the land, behold, he would also perish. Wherefore, it must needs be that he flee out of the land.	1 Nephi 3:18	3	cross_reference
What do scriptures say about prophets being rejected?	Because they have not hearkened to my words, saith the LORD, which I sent unto them by my servants the prophets, rising up early and sending them; but ye would not hear, saith the LORD.	Jeremiah 29:19	3	cross_reference
What do scriptures say about prophets being rejected?	Prophesy ye not, say they to them that prophesy: they shall not prophesy to them, that they shall not take shame.	Micah 2:6	3	cross_reference
What do scriptures say about prophets being rejected?	And it came to pass that the prophets were rejected by the people, and they fled unto Com for protection, for the people sought to destroy them.	Ether 11:2	3	cross_reference
What do scriptures say about prophets being rejected?	But they mocked the messengers of God, and despised his words, and misused his prophets, until the wrath of the LORD arose against his people, till there was no remedy.	2 Chronicles 36:16	3	cross_reference
What do scriptures say about prophets being rejected?	Thus saith the LORD of hosts, Hearken not unto the words of the prophets that prophesy unto you: they make you vain: they speak a vision of their own heart, and not out of the mouth of the LORD.	Jeremiah 23:16	1	cross_reference
What do scriptures say about prophets being rejected?	For behold, the Lord hath poured out upon you the spirit of deep sleep. For behold, ye have closed your eyes, and ye have rejected the prophets; and your rulers, and the seers hath he covered because of your iniquity.	2 Nephi 27:5	3	cross_reference
What do scriptures say about prophets being rejected?	Yea, and are not the prophets, every one that has opened his mouth to prophesy, that has not fallen into transgression, I mean all the holy prophets ever since the world began? I say unto you that they are his seed.	Mosiah 15:13	1	cross_reference
What do scriptures say about prophets being rejected?	When a prophet speaketh in the name of the LORD, if the thing follow not, nor come to pass, that is the thing which the LORD hath not spoken, but the prophet hath spoken it presumptuously: thou shalt not be afraid of him.	Deuteronomy 18:22	1	cross_reference
What do scriptures say about prophets being rejected?	But behold, the Jews were a stiffnecked people; and they despised the words of plainness, and killed the prophets, and sought for things that they could not understand. Wherefore, because of their blindness, which blindness came by looking beyond the mark, they must needs fall; for God hath taken away his plainness from them, and delivered unto them many things which they cannot understand, because they desired it. And because they desired it God hath done it, that they may stumble.	Jacob 4:14	3	cross_reference
What do scriptures say about prophets being rejected?	But he shall say, I am no prophet, I am an husbandman; for man taught me to keep cattle from my youth.	Zechariah 13:5	1	cross_reference
What do scriptures say about prophets being rejected?	And they that kill the prophets, and the saints, the depths of the earth shall swallow them up, saith the Lord of Hosts; and mountains shall cover them, and whirlwinds shall carry them away, and buildings shall fall upon them and crush them to pieces and grind them to powder.	2 Nephi 26:5	2	cross_reference
What do scriptures say about prophets being rejected?	And they shall bear the punishment of their iniquity: the punishment of the prophet shall be even as the punishment of him that seeketh unto him;	Ezekiel 14:10	1	cross_reference
What do scriptures say about prophets being rejected?	How long shall this be in the heart of the prophets that prophesy lies? yea, they are prophets of the deceit of their own heart;	Jeremiah 23:26	1	cross_reference
What do scriptures say about prophets being rejected?	And he also spake concerning the prophets, how great a number had testified of these things, concerning this Messiah, of whom he had spoken, or this Redeemer of the world.	1 Nephi 10:5	0	cross_reference
